,Stock 1,Stock 2,Stock 3,Stock 4,Stock 5
2025-02-28,59.978010744781486,89.35547182888749,90.82643863985506,72.4183757854136,123.64179575247229
2025-03-03,59.54610945743033,89.41440995849014,91.60600511538667,75.76310385332859,123.66094254593062
2025-03-04,58.46719945419524,88.8851092418376,90.848247616004,76.56843757520097,119.973875266913
2025-03-05,58.59964168630505,89.25221636556174,91.36096066898928,75.7302948499914,119.52296130364721
2025-03-06,56.989252147874346,88.46087072258177,90.46039471047682,76.43617699835599,116.87867730377872
2025-03-07,57.93663931193805,91.19339967504729,86.80582185703729,77.16424493121133,118.5778782968952
2025-03-10,57.25595677058011,90.560021727848,86.66193152396886,76.78183300901382,117.96361413047546
2025-03-11,55.39398869769955,92.73768518046474,88.61983010539481,75.60958286750848,114.62188347347718
2025-03-12,56.02665992393709,91.76247799614075,88.96004723982843,75.20230668201434,116.32181483980187
2025-03-13,56.86117606394226,90.52258820463045,86.58772483063186,72.89669661239378,117.8581453970125
2025-03-14,55.56603852856409,89.69554423012403,85.64164303798259,72.89295366404828,113.41187660467438
2025-03-17,55.831398142748945,90.72505358435586,85.87873693732762,72.51261839154412,113.74621519404207
2025-03-18,56.33281584890855,85.78490611005212,89.3240412461198,73.15086477483885,112.37578126910344
2025-03-19,55.94867857495841,86.71780285641238,89.20594782658306,70.25308914155269,117.12813701476735
2025-03-20,55.88093517951408,88.57386338115003,88.06045452211265,72.48204691363357,117.91604320829991
2025-03-21,56.617271371668984,86.81079466749543,90.28159507067025,73.55451761182094,121.1041303766272
2025-03-24,55.96267656685272,86.062438533959,94.53190215327808,72.06869307940914,120.8959531014916
2025-03-25,57.29110891575923,86.31670995303682,95.72858845971798,71.56500638267227,121.91161423983597
2025-03-26,55.85135258139235,89.26551436172656,95.59808350324073,70.66303223884715,123.65832259872835
2025-03-27,55.39256746824049,86.97271450126313,93.11880933525374,71.71417756418579,123.38732924747748
2025-03-28,55.29983858241788,88.93437330261796,91.11335459179575,70.737892659527,122.56093074200183
2025-03-31,55.45949097418487,88.94829784408479,90.68168285662621,70.72144411585784,122.42046298202835
2025-04-01,54.716772603321616,87.59095929210766,91.2702366452844,69.53202953489283,119.70920411171379
2025-04-02,54.42973689411245,87.4023461475095,95.48094063475732,68.62157675654606,122.08725312894421
2025-04-03,55.297551919828734,85.41141692315598,97.05304000801262,67.06540320887032,115.71631969939776
2025-04-04,56.023409179313944,82.49736628621027,98.02538425527345,66.21499927895904,119.67277822888312
2025-04-07,57.27666337428973,81.83180095791057,96.7748987170024,64.67341159082844,118.73712227930308
2025-04-08,57.01278349120772,81.31676216816257,97.17497361017034,65.4863841811545,119.6861986818924
2025-04-09,56.19847683290293,79.05974798388004,99.9241155103724,64.64887988187924,118.24447405255931
2025-04-10,55.668874399877616,76.22455544882096,99.06881703406884,64.09334453967222,119.82979734084725
2025-04-11,56.50218974042456,76.30652869115474,101.01422817267539,64.59322774097586,119.9120434530839
2025-04-14,56.74054780816029,76.09187309428513,100.31753402275918,64.31194550226706,117.32671262064093
2025-04-15,57.115536675726474,74.65659225198357,102.10645901614842,64.05539411552165,117.56018100302607
2025-04-16,57.73676726255215,75.69180215839569,99.00114958109587,63.8543835792245,119.74722102841436
2025-04-17,55.833641220139796,76.35377310302233,94.63408169738067,62.61240707868593,119.9594862740359
2025-04-18,54.03946612881931,74.9251776110108,91.94300069225058,64.73889339168426,120.47345930391393
2025-04-21,54.70662687005268,74.66642335950885,91.3850321825299,62.710657281686174,119.8907596303305
2025-04-22,53.92816009100214,76.02225200169761,93.56200983087336,64.61277024314762,122.0549123828872
2025-04-23,53.33640214410332,74.40161421620698,95.09018280346515,65.13780433248317,117.85979118240705
2025-04-24,53.76894094330118,75.6880476225071,95.29733788721026,64.96186234055136,116.07386533160444
2025-04-25,52.26713710757929,76.97519545616646,94.80347955131295,64.72349562032574,120.21241211108942
2025-04-28,53.03494250873685,77.62305719069555,95.16764209972607,66.75580673021989,124.4669440928993
2025-04-29,54.07390245422346,78.60456130300446,91.27604103339513,66.98774566084741,124.26753073711768
2025-04-30,54.229584711898774,80.16572034395749,86.36597936381554,66.29199478571795,125.06260522232844
2025-05-01,53.777477494869856,77.97414007993099,87.95332299472412,66.72537459927692,122.75869047708882
2025-05-02,54.16985647498167,79.33336300799174,88.05058643430813,67.86045970187479,123.07359149995298
2025-05-05,53.795836386153866,77.57308179687038,87.98731193225044,68.19201632342894,125.35250276189043
2025-05-06,53.72578617170876,78.36031764339818,86.37782688126298,67.19282713636474,125.20110376642931
2025-05-07,52.64629709094734,79.72417558262302,87.26428853633115,67.63508463252737,126.17492828115638
2025-05-08,54.826952583471794,79.05630354128827,83.50940867419322,67.97231343084734,126.17340524640534
2025-05-09,54.314299695960024,77.58770643529469,82.85938893763544,68.28680559523521,125.03073674495512
2025-05-12,56.989228638723205,76.17482750189065,81.62790392597735,65.22944136575381,125.78463311550041
2025-05-13,54.74794870055558,75.42914505654457,81.25948367169669,64.36876763244265,130.2848869839796
2025-05-14,55.89151771173336,77.4946015374409,79.90664520381728,65.88606058187695,131.70760041573095
2025-05-15,56.809710214313256,79.16761517585215,78.53422740363871,65.39281431282467,134.1115170317517
2025-05-16,53.8492209022975,81.6429142965473,79.48155761733679,65.39843291488118,134.83708087339764
2025-05-19,52.79384587148029,81.15314928836798,81.31008543542845,67.16160340538042,142.24293756683736
2025-05-20,52.7685843685976,80.16542949306786,80.5551473667763,65.86129851522341,142.1636947206327
2025-05-21,53.22527792344022,80.19069398004761,82.40203014849725,65.61864467755196,141.3179610455075
2025-05-22,52.65973967678315,77.65244276053706,79.90068731295962,64.13676841684487,145.13758223725404
2025-05-23,53.655282874726915,79.86548157256513,77.85169546330387,61.67568066869194,143.3667402505977
2025-05-26,53.89761047107838,80.74190983336224,79.5612753415761,62.088019193306764,148.5069218392299
2025-05-27,53.71154979594143,79.34817654531865,76.96563930987315,61.04621779762547,149.37455262322698
2025-05-28,52.81057049858714,80.91410084934583,79.2166190453874,58.21417764928581,152.10527569244834
2025-05-29,50.49788570850818,81.64475365088504,81.23643776170556,58.34790272486161,148.36443147832335
2025-05-30,49.95712283334043,81.29915884535707,81.02157585875231,58.16947852502177,148.186741988172
2025-06-02,50.220376936691224,79.41533757517901,80.71042087450803,59.993977214434395,147.19494168863716
2025-06-03,49.82480499570067,81.20726096969648,76.66007386505815,61.47148320939503,145.48187589407777
2025-06-04,50.03798398380984,81.44490810041111,78.18172745162116,61.20396577360186,143.65454851784096
2025-06-05,51.386853705514746,77.67535462310231,78.2917044081134,59.61520211073624,141.61013344129483
2025-06-06,53.50528361631197,77.68375066643488,78.67544289388863,57.55065271852959,139.68694134640452
2025-06-09,53.76912608938586,78.31261258067745,79.72479479442605,57.61813419553404,141.2989404068652
2025-06-10,54.310884353027056,75.52509015465398,79.86352506093058,58.5606544092859,143.10722722001566
2025-06-11,53.96996536239701,74.38371495255083,78.15714193811156,58.46572289011864,146.49337284288728
2025-06-12,51.917159332736475,73.47639470102848,76.4536250342457,59.44205079135599,145.01581247981596
2025-06-13,51.480393086341046,73.23105765111184,77.21111723121383,59.03500470698775,136.32605009186457
2025-06-16,52.09127167416965,73.94732031165488,76.94930818693419,57.81411757161644,137.4215120017578
2025-06-17,52.53846016996184,73.3261141892847,76.69271076065863,56.79640814124916,137.06809385252632
2025-06-18,50.96185522227163,74.01144765396033,75.32087988105394,57.12367262067041,133.35090880717524
2025-06-19,50.41140843106194,73.9219094852272,72.89449333996913,57.3123496814555,132.47306627434114
2025-06-20,48.70512724108994,72.06906753657707,73.84958627208927,58.39619038720172,132.2560525010209
2025-06-23,49.14811187948636,72.46378054175416,74.41028627547948,59.956517915836066,128.4021153680583
2025-06-24,49.862195346489614,71.9826080598564,74.15095313180498,59.654037606170185,127.56712381635563
2025-06-25,48.68924086087997,72.31853534235961,76.70314445514164,59.6467204175204,127.69115722181041
2025-06-26,48.06864873446941,72.22094213496266,77.49497621392129,59.26469219099007,126.65991311595494
2025-06-27,48.50440501376737,70.9671796898832,77.96381559232357,60.296279259426214,130.23159231169677
2025-06-30,48.465230909042766,72.9792372507881,79.65471024064631,59.15521722737396,127.18954246995818
2025-07-01,48.21809347740229,74.55403503663563,79.61920493805984,58.50373187855113,131.2653140098779
2025-07-02,48.542991319312314,71.16839573280987,80.20386568105951,59.170721944045894,131.9888711413377
2025-07-03,49.02814172218665,71.14380618536275,78.16926064187159,58.7911961960279,129.6246447847012
2025-07-04,48.162558792618675,69.41776019500014,78.95484465891651,58.965096022059704,128.59240391064
2025-07-07,47.58524582899946,69.4546583654471,80.73795254587229,56.66048567581547,129.69026547042455
2025-07-08,47.113474306119166,66.90624770334445,77.67684883448119,55.682771039599814,130.38932078717687
2025-07-09,47.53095898924045,65.71667927723868,79.33450539954569,57.32316709523212,131.55261932367202
2025-07-10,47.0162912292354,67.26025785494876,80.61241878287316,58.374941061942174,129.9569816243287
2025-07-11,44.397902717961905,70.17503631140436,78.09589511231219,58.39155682126932,136.27482820316646
2025-07-14,44.73583891399765,71.5774794627242,75.82737090943387,56.373933558158065,134.9592234021624
2025-07-15,45.756486841214596,71.15338368762782,74.69809461922337,56.653511388717156,138.0145253627074
2025-07-16,44.47993558395096,69.50185246869087,73.59455090191032,57.95046705267144,138.8007155170453
2025-07-17,46.421176446680406,70.87304857479256,73.61648917720132,59.47465455122867,139.5266349665004
2025-07-18,45.81313205341147,71.90775942668377,72.66488319482329,59.188703860720125,143.3713826321422
2025-07-21,45.76614474341201,70.82462523277896,72.06272719579583,60.457461772142445,141.9303836086093
2025-07-22,45.45779914467597,70.17262401714054,72.39987337745158,60.05180458488537,137.5253298940425
2025-07-23,44.69667108263312,68.93367154721888,74.27259657087473,61.08790724482908,139.27811602164317
2025-07-24,44.28961106400294,67.87789509462986,73.59297616583531,59.86385206932675,146.3735014550398
2025-07-25,42.34501222466784,68.7114472332488,71.77588860900248,59.79878785461137,143.62752888115108
2025-07-28,41.39002298064351,67.21326792113729,74.36697831123813,59.69953571340976,141.571638128997
2025-07-29,41.8914937079388,67.29439341411333,75.51227998883576,57.58108974149146,142.57284380906685
2025-07-30,42.58077201977936,65.1253628255578,76.26467722496557,59.5920304984906,142.6730505524809
2025-07-31,43.322874770602084,66.06391106591528,75.26178802908117,59.699018138195164,138.34436529106884
2025-08-01,42.975162746172984,66.48102271197024,76.42548653877863,59.788103550565246,140.47482349969093
2025-08-04,42.070186429008714,66.41228495829365,76.531380752149,62.059562713769836,140.01359785860612
2025-08-05,41.69238215560588,66.50705691449409,75.20109171282593,62.36086666817127,139.13135757075085
2025-08-06,40.240380283785534,66.49563558959491,74.79870105795037,60.38724089711389,139.08367960690393
2025-08-07,41.47926566990533,67.25541970672113,75.7889269421749,58.82744241940156,140.5493388854755
2025-08-08,41.64389652806825,68.03429831738833,76.50532726380432,57.28642141516921,140.57351109048508
2025-08-11,41.05432651073264,68.03418389147512,75.2087135590788,58.8474424475236,138.29910931010758
2025-08-12,40.35727154112741,68.20370658133838,73.66377756492678,58.40648290498125,136.14174112744922
2025-08-13,41.53664989614147,69.34380496063343,73.65277290599172,58.00789714648746,138.8398461146915
2025-08-14,41.914802946454806,70.10388574180412,73.6878430607174,56.10729156742241,138.6663907665721
2025-08-15,41.51033354870883,71.07840725130151,75.25274063187112,55.425081836879734,140.10404295584976
2025-08-18,42.992982206140184,70.20028652496104,77.85937778187957,54.53541411166864,140.30848209052465
2025-08-19,43.026391526514466,70.28663133279801,76.63281533717154,53.94514121818801,138.5750541758124
2025-08-20,43.35077833092894,70.82085909254009,80.12105577100714,55.47825027046535,137.30059813197798
2025-08-21,43.675796123276555,72.30401499195845,80.25021383626856,55.45645666236963,137.57952413992854
2025-08-22,44.47705186384623,71.14957941097249,79.80776315984957,56.033684225226416,138.57407846205234
2025-08-25,44.73464761242639,70.69450504141942,81.43988904149673,58.481087900293566,139.83902559069202
2025-08-26,44.60654842662356,71.83373325972602,80.64319088822197,57.662714849262436,140.07062348222578
2025-08-27,42.3469621133563,70.2477157406349,80.1626189917333,56.15957604796088,137.317834843375
2025-08-28,42.01940976948154,68.00967227814219,79.59174603698771,55.614524713783105,137.5249244424019
2025-08-29,43.03139181378541,68.31232132706458,79.70486504409836,55.78076148566549,138.28789285118992
2025-09-01,42.19938962238829,68.22382227106841,80.27674943039816,54.30730153434456,140.8203671167747
2025-09-02,43.154257184138956,67.43054842889566,79.96954991157722,53.40776588084818,142.93092781295434
2025-09-03,42.28148625088348,67.19794404105453,78.67577069273933,53.51560072867397,137.94484165110353
2025-09-04,43.44546313101455,65.9687506147865,78.84869167052348,53.341650361211244,135.98019117941152
2025-09-05,42.71750821025229,67.27018020531452,78.09861890109389,53.68428531511862,133.93641737647835
2025-09-08,42.20730615589296,67.97281340327694,79.62998989119741,53.549734885174864,130.26141672577597
2025-09-09,43.936080340929564,66.87634489069403,77.25448810004337,56.38189959715131,129.339081762502
2025-09-10,42.69556032470217,66.02910216446921,77.8996324440631,56.65288403939725,127.26518339860264
2025-09-11,44.294699993517305,65.40634250973098,76.13179907741775,57.79805795744477,130.77531712026408
2025-09-12,43.61478246339718,63.63860883176844,77.77691325922652,55.489229438498825,127.69785570750078
2025-09-15,44.50229631345042,63.63179625757144,77.44412552713847,55.93626910048691,127.43537423733432
2025-09-16,43.390907783202955,65.31940738235652,79.57386074540538,56.22191612043893,127.67784301451988
2025-09-17,45.46466757509238,65.0235981973898,79.2403237540473,56.687974721004814,131.5626251323376
2025-09-18,46.95842810012588,64.75235533744734,79.8082094328675,55.182247480838555,130.8732998427494
2025-09-19,46.21621220583918,63.51321314498702,82.57209017728628,54.36302655536831,129.61271275464495
2025-09-22,46.60059132239731,65.22530741425687,83.44919589950028,57.41752748870861,129.54876708305886
2025-09-23,46.88831869571034,65.65005549535486,85.9277194434723,58.05743314457092,129.37716756247013
2025-09-24,46.04668407043516,66.03666007983736,88.42193447305206,57.63897630673467,130.87520927305226
2025-09-25,46.319416543709735,67.24317582297289,87.08719875709262,60.4017819348972,127.65787493079985
2025-09-26,46.027093696152036,68.57202543212262,87.69111917126608,61.46483657662809,126.51890541164217
2025-09-29,46.00425967091285,68.65737289541806,90.53101292781581,62.37504355623402,128.66130597949947
2025-09-30,45.44491587447713,70.05644900046788,91.02998667076014,64.17037859121723,133.97259948254066
2025-10-01,45.21154189265729,69.55722235873326,89.54793657697118,64.05027793731288,133.08295323273583
2025-10-02,45.581828398985934,69.4256662564689,88.98987512431394,65.47806769238862,130.71971876716384
2025-10-03,46.02224727536053,68.93143642529813,90.36809425528553,67.35763074663983,130.05802011700274
2025-10-06,46.47421603293781,69.2468568428751,89.01361677450686,67.74936590077849,130.94012694695556
2025-10-07,46.90444720303298,69.04133369960034,89.2703183377397,66.26211699040094,130.133237023806
2025-10-08,47.47289409338211,70.34272678276865,88.60558508030925,66.46715057276825,130.85691660907858
2025-10-09,47.71166371091229,71.17385928079389,85.4723540221584,66.4680491153938,131.61335752619
2025-10-10,46.804826870441225,73.62791360305148,85.83400339387939,68.61284643210564,129.66410310161217
2025-10-13,46.002311195161205,74.03176597966562,83.03806654462724,68.97644729969406,130.04588409515148
2025-10-14,46.98277251338879,75.14378431586938,82.42777437195932,67.53139534360675,134.62949490625329
2025-10-15,46.285440089589166,73.6476346639178,80.72175673642445,69.10799047861074,133.36693895259015
2025-10-16,45.6340146713856,73.92409289848308,80.46837968149097,68.23986217613724,135.5114565704886
2025-10-17,46.651941141978064,75.45479105268902,81.78310372444248,68.85760425337153,130.8339046354415
2025-10-20,48.256068890526,75.98597649909561,82.85962523214992,70.46193454544355,134.71536063349765
2025-10-21,48.70812982456443,76.72387048008494,81.94945487617571,70.57902783756629,132.54870314833576
2025-10-22,48.05549881627833,75.42942461641556,81.77568287475414,72.130486411692,141.08742372979813
2025-10-23,48.28568430725199,73.47065357393821,83.9263560701124,71.76870315180348,139.36443986116836
2025-10-24,48.53662450441993,71.72113422412612,84.38369288048392,71.71361992114798,139.7780119385906
2025-10-27,48.95541427913301,71.88966778316338,84.49564993080516,72.19311800813878,141.07906742421412
2025-10-28,47.99443667008429,69.90552552055205,84.47598263516076,70.1966382801617,141.4671236573963
2025-10-29,48.94352365623786,70.82424025557164,82.78955411608236,69.05908427512051,142.5374675789888
2025-10-30,48.59964860751913,70.44652708192783,83.8606960988288,67.76452106005169,141.5361854574572
2025-10-31,47.870573712231746,69.04727660034365,82.50705332466589,68.75044356995302,141.8244108480399
2025-11-03,47.076725812193146,68.79718514449884,79.88529714043892,67.81088239758488,148.06347809851798
2025-11-04,47.03883483866631,69.87270382295404,79.86055127142612,68.35088654129125,150.17562756931403
2025-11-05,46.046676119683035,69.89934452793912,82.4621927188849,67.331774071028,148.6244939865932
2025-11-06,45.809359583927325,70.34533600001217,83.41037247227483,69.10584734904377,150.25787192450935
2025-11-07,45.79831666445121,72.18721203226504,84.66838609712038,67.10774918972184,158.00026410630502
2025-11-10,47.46530338527204,72.01654092898272,85.39299525129739,68.95235163555024,157.61410895590288
2025-11-11,48.20609607482175,73.67951588693637,83.74520776814747,68.19066003179503,160.6762623369668
2025-11-12,48.69858351005868,75.11449306966227,83.60691425730388,67.86470157007487,154.41426018538672
2025-11-13,47.63111014411203,75.26031447955276,85.06929486668814,68.65353149815344,154.1726266546881
2025-11-14,47.41984562590502,75.66247494305053,85.28743156207882,70.65072522466167,154.77834244602212
2025-11-17,46.0624563743031,73.81243945788444,87.96334065385189,69.06650923076838,157.29967376016288
2025-11-18,45.861280682524715,73.6356464215193,87.81532864123558,70.82271165153536,156.85029429957746
2025-11-19,45.8765806635532,71.45484796643414,88.26615587413008,71.6457317701152,157.75734568799683
2025-11-20,47.205071255837254,71.60514802975905,88.88221384489725,74.07954302471798,153.02458054784736
2025-11-21,46.82193096663137,73.71915934883432,90.6352006816747,75.158704322126,155.7259257313833
2025-11-24,47.17503032689765,76.19847832325114,91.41060144551409,75.59442504421988,156.3767313907397
2025-11-25,47.40417261626565,74.51141767773689,92.9109657954865,75.47280913569865,162.23121067962745
2025-11-26,47.3798538295564,75.2131934570228,93.46211770713838,74.60403101054847,165.61255306731513
2025-11-27,49.23246641990068,75.26617781285918,92.99391215230786,74.1489035523332,159.51018793079078
2025-11-28,49.10661529379307,75.71927736727554,95.04862738118346,75.64678220316875,158.34098118047197
2025-12-01,48.88384510291012,77.49702259605026,94.8139259022253,74.95078711515042,162.9091769135591
2025-12-02,49.94715248859509,77.60364577688131,93.78277240940555,72.00989763208814,164.9934486706154
2025-12-03,49.10167733671421,74.63494623081208,96.8491324383375,73.01510941571048,161.39986432235693
2025-12-04,47.95819611678443,76.0096648926723,95.24536772041881,74.98089501306033,163.5511931750416
2025-12-05,48.52083833627977,76.70088987686157,95.70530926226546,76.37630626373985,162.22943666648098
2025-12-08,48.652768410769944,77.93109021503263,96.87863667410295,74.62730900559704,160.76804253456285
2025-12-09,48.94741298723249,77.3730806832627,100.4140453497595,74.11513701557357,160.4072197314994
2025-12-10,49.749592734141416,77.96194049616146,100.22270747643083,73.06789972170132,161.53492758437048
2025-12-11,50.83323482128198,78.78692630372045,98.76309699522974,75.67901758933375,157.02300541771285
2025-12-12,49.275007438542616,80.37930025510053,99.3079541940987,74.92298640390196,153.73001087703733
2025-12-15,51.611431032859265,80.64791320275789,100.4682706563885,75.47424740667344,155.22060152934304
2025-12-16,52.220543423904225,81.90993047528721,99.81478001272562,75.10949246543827,149.9709699790769
2025-12-17,51.45780556445658,82.43597701192071,102.00077035941749,76.08447305376075,149.0990617235396
2025-12-18,50.20926124793371,77.93932669560657,104.452326183312,75.26393398788198,147.9108465524458
